id:ID,:LABEL,preflabel,synonyms:IGNORE,name,description
HGNC:4567,GENE,GRB7,NA,growth factor receptor bound protein 7,"The product of this gene belongs to a small family of adapter proteins that are known to interact with a number of receptor tyrosine kinases and signaling molecules. This gene encodes a growth factor receptor-binding protein that interacts with epidermal growth factor receptor (EGFR) and ephrin receptors. The protein plays a role in the integrin signaling pathway and cell migration by binding with focal adhesion kinase (FAK). Several transcript variants encoding two different isoforms have been found for this gene. [provided by RefSeq, Jun 2011]."
HGNC:14289,GENE,NLGN3,HNL3,neuroligin 3,"This gene encodes a member of a family of neuronal cell surface proteins. Members of this family may act as splice site-specific ligands for beta-neurexins and may be involved in the formation and remodeling of central nervous system synapses. Mutations in this gene may be associated with autism and Asperger syndrome. Multiple transcript variants encoding distinct isoforms have been identified for this gene. [provided by RefSeq, Oct 2009]."
NCBIGene:100056893,GENE,CCDC136,NAG6,coiled-coil domain containing 136,NA
SGD:S000002608,GENE,VPS64,NA,factor arrest protein 10,NA
HGNC:9214,GENE,POU3F1,OCT6|OTF6|SCIP,POU class 3 homeobox 1,NA
HGNC:5010,GENE,HMGA1,HMG-R|HMGA1A|HMGIY,high mobility group AT-hook 1,"This gene encodes a chromatin-associated protein involved in the regulation of gene transcription, integration of retroviruses into chromosomes, and the metastatic progression of cancer cells. The encoded protein preferentially binds to the minor groove of AT-rich regions in double-stranded DNA. Multiple transcript variants encoding different isoforms have been found for this gene. Pseudogenes of this gene have been identified on multiple chromosomes. [provided by RefSeq, Jan 2016]."
HGNC:16286,GENE,ELMO1,CED-12|CED12|ELMO-1,engulfment and cell motility 1,"This gene encodes a member of the engulfment and cell motility protein family. These proteins interact with dedicator of cytokinesis proteins to promote phagocytosis and cell migration. Increased expression of this gene and dedicator of cytokinesis 1 may promote glioma cell invasion, and single nucleotide polymorphisms in this gene may be associated with diabetic nephropathy. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Aug 2013]."
HGNC:17068,GENE,PALLD,CGI-151|CGI151|MYN|PNCA1|SIH002,"palladin, cytoskeletal associated protein","This gene encodes a cytoskeletal protein that is required for organizing the actin cytoskeleton. The protein is a component of actin-containing microfilaments, and it is involved in the control of cell shape, adhesion, and contraction. Polymorphisms in this gene are associated with a susceptibility to pancreatic cancer type 1, and also with a risk for myocardial infarction. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Oct 2009]."
HGNC:2531,GENE,CTSF,CATSF|CLN13,cathepsin F,"Cathepsins are papain family cysteine proteinases that represent a major component of the lysosomal proteolytic system. Cathepsins generally contain a signal sequence, followed by a propeptide and then a catalytically active mature region. The very long (251 amino acid residues) proregion of the cathepsin F precursor contains a C-terminal domain similar to the pro-segment of cathepsin L-like enzymes, a 50-residue flexible linker peptide, and an N-terminal domain predicted to adopt a cystatin-like fold. The cathepsin F proregion is unique within the papain family cysteine proteases in that it contains this additional N-terminal segment predicted to share structural similarities with cysteine protease inhibitors of the cystatin superfamily. This cystatin-like domain contains some of the elements known to be important for inhibitory activity. CTSF encodes a predicted protein of 484 amino acids which contains a 19 residue signal peptide. Cathepsin F contains five potential N-glycosylation sites, and it may be targeted to the endosomal/lysosomal compartment via the mannose 6-phosphate receptor pathway. The cathepsin F gene is ubiquitously expressed, and it maps to chromosome 11q13, close to the gene encoding cathepsin W. [provided by RefSeq, Jul 2008]."
UBERON:0001723,ANAT,tongue,NA,tongue,NA
HGNC:13055,GENE,ZMYM4,CDIR|MYM|ZNF198L3|ZNF262,zinc finger MYM-type containing 4,NA
MGI:1345634,GENE,Amfr,GP78|RNF45,autocrine motility factor receptor,"This locus encodes a glycosylated transmembrane receptor. Its ligand, autocrine motility factor, is a tumor motility-stimulating protein secreted by tumor cells. The encoded receptor is also a member of the E3 ubiquitin ligase family of proteins. It catalyzes ubiquitination and endoplasmic reticulum-associated degradation of specific proteins. [provided by RefSeq, Feb 2012]."
GO:0005789,PHYS,endoplasmic reticulum membrane,NA,endoplasmic reticulum membrane,NA
HGNC:23230,GENE,UBA5,EIEE44|SCAR24|THIFP1|UBE1DC1,ubiquitin like modifier activating enzyme 5,"This gene encodes a member of the E1-like ubiquitin-activating enzyme family. This protein activates ubiquitin-fold modifier 1, a ubiquitin-like post-translational modifier protein, via the formation of a high-energy thioester bond. Alternative splicing results in multiple transcript variants. A pseudogene of this gene has been identified on chromosome 1. [provided by RefSeq, Feb 2016]."
HGNC:1929,GENE,CHGA,CGA,chromogranin A,"The protein encoded by this gene is a member of the chromogranin/secretogranin family of neuroendocrine secretory proteins. It is found in secretory vesicles of neurons and endocrine cells. This gene product is a precursor to three biologically active peptides; vasostatin, pancreastatin, and parastatin. These peptides act as autocrine or paracrine negative modulators of the neuroendocrine system. Two other peptides, catestatin and chromofungin, have antimicrobial activity and antifungal activity, respectively. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Sep 2014]."
HGNC:3353,GENE,ENO2,HEL-S-279|NSE,enolase 2,"This gene encodes one of the three enolase isoenzymes found in mammals. This isoenzyme, a homodimer, is found in mature neurons and cells of neuronal origin. A switch from alpha enolase to gamma enolase occurs in neural tissue during development in rats and primates. [provided by RefSeq, Jul 2008]."
HGNC:3473,GENE,ESRRB,DFNB35|ERR2|ERRb|ESRL2|NR3B2,estrogen related receptor beta,"This gene encodes a protein with similarity to the estrogen receptor. Its function is unknown; however, a similar protein in mouse plays an essential role in placental development. [provided by RefSeq, Jul 2008]."
HGNC:10979,GENE,SLC25A1,CMS23|CTP|D2L2AD|SEA|SLC20A3,solute carrier family 25 member 1,"This gene encodes a member of the mitochondrial carrier subfamily of solute carrier proteins. Members of this family include nuclear-encoded transporters that translocate small metabolites across the mitochondrial membrane. This protein regulates the movement of citrate across the inner membranes of the mitochondria. Mutations in this gene have been associated with combined D-2- and L-2-hydroxyglutaric aciduria. Pseudogenes of this gene have been identified on chromosomes 7, 11, 16, and 19. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Dec 2013]."
HGNC:11745,GENE,TFAP4,AP-4|bHLHc41,transcription factor AP-4,"Transcription factors of the basic helix-loop-helix-zipper (bHLH-ZIP) family contain a basic domain, which is used for DNA binding, and HLH and ZIP domains, which are used for oligomerization. Transcription factor AP4 activates both viral and cellular genes by binding to the symmetrical DNA sequence CAGCTG (Mermod et al., 1988 [PubMed 2833704]; Hu et al., 1990 [PubMed 2123466]).[supplied by OMIM, Jul 2009]."
HGNC:7776,GENE,NFATC2,NFAT1|NFATP,nuclear factor of activated T cells 2,"This gene is a member of the nuclear factor of activated T cells (NFAT) family. The product of this gene is a DNA-binding protein with a REL-homology region (RHR) and an NFAT-homology region (NHR). This protein is present in the cytosol and only translocates to the nucleus upon T cell receptor (TCR) stimulation, where it becomes a member of the nuclear factors of activated T cells transcription complex. This complex plays a central role in inducing gene transcription during the immune response. Alternate transcriptional splice variants encoding different isoforms have been characterized. [provided by RefSeq, Apr 2012]."
MGI:1342541,GENE,Ikzf2,ANF1A2|HELIOS|ZNF1A2|ZNFN1A2,IKAROS family zinc finger 2,"This gene encodes a member of the Ikaros family of zinc-finger proteins. Three members of this protein family (Ikaros, Aiolos and Helios) are hematopoietic-specific transcription factors involved in the regulation of lymphocyte development. This protein forms homo- or hetero-dimers with other Ikaros family members, and is thought to function predominantly in early hematopoietic development. Multiple transcript variants encoding different isoforms have been found for this gene, but the biological validity of some variants has not been determined. [provided by RefSeq, Jul 2008]."
NCBIGene:100737978,GENE,IKZF2,ANF1A2|HELIOS|ZNF1A2|ZNFN1A2,IKAROS family zinc finger 2,"This gene encodes a member of the Ikaros family of zinc-finger proteins. Three members of this protein family (Ikaros, Aiolos and Helios) are hematopoietic-specific transcription factors involved in the regulation of lymphocyte development. This protein forms homo- or hetero-dimers with other Ikaros family members, and is thought to function predominantly in early hematopoietic development. Multiple transcript variants encoding different isoforms have been found for this gene, but the biological validity of some variants has not been determined. [provided by RefSeq, Jul 2008]."
HGNC:9356,GENE,PREB,SEC12,prolactin regulatory element binding,"This gene encodes a protein that specifically binds to a Pit1-binding element of the prolactin (PRL) promoter. This protein may act as a transcriptional regulator and is thought to be involved in some of the developmental abnormalities observed in patients with partial trisomy 2p. This gene overlaps the abhydrolase domain containing 1 (ABHD1) gene on the opposite strand. [provided by RefSeq, Jul 2008]."
HGNC:11642,GENE,ZEB1,AREB6|BZP|DELTAEF1|FECD6|NIL2A|PPCD3|TCF8|ZFHEP|ZFHX1A,zinc finger E-box binding homeobox 1,"This gene encodes a zinc finger transcription factor. The encoded protein likely plays a role in transcriptional repression of interleukin 2. Mutations in this gene have been associated with posterior polymorphous corneal dystrophy-3 and late-onset Fuchs endothelial corneal dystrophy. Alternatively spliced transcript variants encoding different isoforms have been described.[provided by RefSeq, Mar 2010]."
HGNC:4646,GENE,GTF2A1,TF2A1|TFIIA|TFIIA-42|TFIIAL,general transcription factor IIA subunit 1,"Accurate transcription initiation on TATA-containing class II genes involves the ordered assembly of RNA polymerase II (POLR2A; MIM 180660) and several general initiation factors (summarized by DeJong and Roeder, 1993 [PubMed 8224848]). One of these factors is TFIIA, which when purified from HeLa extracts consists of 35-, 19-, and 12-kD subunits.[supplied by OMIM, Jul 2010]."
